index,Bodyarea,Exercise Name,Set,AverageWeight,Reps,Distance,Seconds,Notes,Workout Notes
4287,"Shoulder","Weighted dips",6,130,8,0,0,"",""
4288,"Shoulder","Weighted dips",7,80,8,0,0,"",""
4289,"Shoulder","Seated Shoulder Press (Dumbbell)",1,80,10,0,0,"",""
4290,"Back","Chin Up",1,0,10,0,0,"",""
4291,"Back","Chin Up",2,0,10,0,0,"",""
4292,"Back","Chin Up",3,25,10,0,0,"",""
4293,"Back","Chin Up",4,25,10,0,0,"",""
4294,"Back","Chin Up",5,25,10,0,0,"",""
4295,"Back","Chin Up",6,25,10,0,0,"",""
4296,"Back","Bent Over Row (Dumbbell)",1,100,10,0,0,"",""
4297,"Back","Bent Over Row (Dumbbell)",2,100,10,0,0,"",""
4298,"Back","Bent Over Row (Dumbbell)",3,100,10,0,0,"",""
4299,"Back","Bent Over Row (Dumbbell)",4,100,10,0,0,"",""
4300,"Back","Rear delt fly",1,135,12,0,0,"",""
4301,"Back","Rear delt fly",2,135,12,0,0,"",""
4302,"Back","Rear delt fly",3,135,12,0,0,"",""
4303,"Back","Bicep Curl (Barbell)",1,100,10,0,0,"",""
4304,"Back","Bicep Curl (Barbell)",2,100,10,0,0,"",""
4305,"Back","Bicep Curl (Barbell)",3,100,8,0,0,"",""
4306,"Back","Bicep Curl (Barbell)",4,80,12,0,0,"",""
4307,"Back","Pull Up",1,25,10,0,0,"",""
4308,"Back","Pull Up",2,25,10,0,0,"",""
4309,"Lower","Squat (Barbell)",1,135,5,0,0,"",""
4310,"Lower","Squat (Barbell)",2,185,5,0,0,"",""
4311,"Lower","Squat (Barbell)",3,225,5,0,0,"",""
4312,"Lower","Squat (Barbell)",4,245,5,0,0,"",""
4313,"Lower","Squat (Barbell)",5,255,5,0,0,"",""
4314,"Lower","Squat (Barbell)",6,275,5,0,0,"",""
4315,"Lower","Leg press (hinge )",1,270,10,0,0,"",""
4316,"Lower","Leg press (hinge )",2,360,10,0,0,"",""
4317,"Lower","Leg press (hinge )",3,360,10,0,0,"",""
4318,"Chest","Incline Bench Press (Barbell)",1,115,5,0,0,"",""
4319,"Chest","Incline Bench Press (Barbell)",2,115,5,0,0,"",""
4320,"Chest","Incline Bench Press (Barbell)",3,155,5,0,0,"",""
4321,"Chest","Incline Bench Press (Barbell)",4,185,3,0,0,"",""
4322,"Chest","Incline Bench Press (Barbell)",5,245,8,0,0,"",""
4323,"Chest","Incline Bench Press (Barbell)",6,245,8,0,0,"",""
4324,"Chest","Incline Bench Press (Barbell)",7,257.5,5,0,0,"",""
4325,"Chest","Incline Bench Press (Barbell)",8,257.5,5,0,0,"",""
4326,"Chest","Incline Bench Press (Barbell)",9,257.5,5,0,0,"",""
4327,"Chest","Incline Bench Press (Barbell)",10,185,8,0,0,"",""
4328,"Chest","Incline Bench Press (Barbell)",11,195,10,0,0,"",""
4329,"Chest","Overhead Press (Barbell)",1,135,8,0,0,"",""
4330,"Chest","Overhead Press (Barbell)",2,165,8,0,0,"",""
4331,"Chest","Overhead Press (Barbell)",3,165,8,0,0,"",""
4332,"Chest","Weighted dips",1,45,8,0,0,"",""
4333,"Chest","Weighted dips",2,45,8,0,0,"",""
4334,"Back","Chin Up",1,35,8,0,0,"",""
4335,"Back","Chin Up",2,50,8,0,0,"",""
4336,"Back","Chin Up",3,60,8,0,0,"",""
4337,"Back","Chin Up",4,70,8,0,0,"",""
4338,"Back","Chin Up",5,80,6,0,0,"",""
4339,"Back","Chin Up",6,90,5,0,0,"",""
4340,"Back","Chin Up",7,90,5,0,0,"",""
4341,"Back","Seated Cable Row (close Grip)",1,130,12,0,0,"",""
4342,"Back","Seated Cable Row (close Grip)",2,160,10,0,0,"",""
4343,"Back","Seated Cable Row (close Grip)",3,205,10,0,0,"",""
4344,"Back","Seated Cable Row (close Grip)",4,205,10,0,0,"",""
4345,"Back","Seated Cable Row (close Grip)",5,160,10,0,0,"",""
4346,"Back","Rear delt fly",1,145,15,0,0,"",""
4347,"Back","Rear delt fly",2,145,15,0,0,"",""
4348,"Back","Rear delt fly",3,145,15,0,0,"",""
4349,"Back","Bicep Curl (Barbell)",1,101.25,9,0,0,"",""
4350,"Back","Bicep Curl (Barbell)",2,101.25,9,0,0,"",""
4351,"Back","Bicep Curl (Barbell)",3,101.25,11,0,0,"",""
4352,"Back","Bicep Curl (Barbell)",4,75,11,0,0,"",""
4353,"Back","Pull Up",1,30,10,0,0,"",""
4354,"Back","Pull Up",2,30,10,0,0,"",""
4355,"Back","Pull Up",3,30,10,0,0,"",""
4356,"Lower","Squat (Barbell)",1,135,5,0,0,"",""
4357,"Lower","Squat (Barbell)",2,185,5,0,0,"",""
4358,"Lower","Squat (Barbell)",3,225,5,0,0,"",""
4359,"Lower","Squat (Barbell)",4,275,5,0,0,"",""
4360,"Lower","Squat (Barbell)",5,315,5,0,0,"",""
4361,"Lower","Squat (Barbell)",6,315,5,0,0,"",""
4362,"Lower","Squat (Barbell)",7,335,5,0,0,"",""
4363,"Lower","Squat (Barbell)",8,345,5,0,0,"",""
4364,"Lower","Squat (Barbell)",9,345,5,0,0,"",""
4365,"Lower","Squat (Barbell)",10,325,5,0,0,"",""
4366,"Lower","Squat (Barbell)",11,325,5,0,0,"",""
4367,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,5,0,0,"",""
4368,"Shoulder","Seated Shoulder  Press (Barbell)",2,135,4,0,0,"",""
4369,"Shoulder","Seated Shoulder  Press (Barbell)",3,165,5,0,0,"",""
4370,"Shoulder","Seated Shoulder  Press (Barbell)",4,185,5,0,0,"",""
4371,"Shoulder","Seated Shoulder  Press (Barbell)",5,225,5,0,0,"",""
4372,"Shoulder","Seated Shoulder  Press (Barbell)",6,230,6,0,0,"",""
4373,"Shoulder","Seated Shoulder  Press (Barbell)",7,235,6,0,0,"",""
4374,"Shoulder","Weighted dips",1,0,8,0,0,"",""
4375,"Shoulder","Weighted dips",2,45,8,0,0,"",""
4376,"Shoulder","Weighted dips",3,90,8,0,0,"",""
4377,"Shoulder","Weighted dips",4,90,8,0,0,"",""
4378,"Shoulder","Weighted dips",5,90,8,0,0,"",""
4379,"Shoulder","Weighted dips",6,90,10,0,0,"",""
4380,"Shoulder","Weighted dips",7,90,10,0,0,"",""
4381,"Shoulder","Seated Shoulder Press (Dumbbell)",1,150,10,0,0,"",""
4382,"Shoulder","Seated Shoulder Press (Dumbbell)",2,170,8,0,0,"",""
4383,"Shoulder","Seated Shoulder Press (Dumbbell)",3,170,8,0,0,"",""
4384,"Shoulder","Seated Shoulder Press (Dumbbell)",4,170,8,0,0,"",""
4385,"Back","Chin Up",1,0,8,0,0,"",""
4386,"Back","Chin Up",2,50,10,0,0,"",""
4387,"Back","Chin Up",3,50,10,0,0,"",""
4388,"Back","Chin Up",4,55,10,0,0,"",""
4389,"Back","Chin Up",5,60,10,0,0,"",""
4390,"Back","Chin Up",6,60,10,0,0,"",""
4391,"Back","Seated Cable Row (close Grip)",1,160,10,0,0,"",""
4392,"Back","Seated Cable Row (close Grip)",2,160,10,0,0,"",""
4393,"Back","Seated Cable Row (close Grip)",3,175,10,0,0,"",""
4394,"Back","Seated Cable Row (close Grip)",4,190,10,0,0,"",""
4395,"Back","Seated Cable Row (close Grip)",5,190,10,0,0,"",""
4396,"Back","Rear delt fly",1,145,15,0,0,"",""
4397,"Back","Rear delt fly",2,145,15,0,0,"",""
4398,"Back","Rear delt fly",3,145,15,0,0,"",""
4399,"Back","Bicep Curl (Barbell)",1,100,10,0,0,"",""
4400,"Back","Bicep Curl (Barbell)",2,100,10,0,0,"",""
4401,"Back","Bicep Curl (Barbell)",3,100,10,0,0,"",""
4402,"Back","Bicep Curl (Barbell)",4,75,10,0,0,"",""
4403,"Back","Bicep Curl (Barbell)",5,75,10,0,0,"",""
4404,"Lower","Squat (Barbell)",1,185,5,0,0,"",""
4405,"Lower","Squat (Barbell)",2,185,5,0,0,"",""
4406,"Lower","Squat (Barbell)",3,205,5,0,0,"",""
4407,"Lower","Squat (Barbell)",4,225,5,0,0,"",""
4408,"Lower","Squat (Barbell)",5,280,5,0,0,"",""
4409,"Lower","Squat (Barbell)",6,325,5,0,0,"",""
4410,"Lower","Squat (Barbell)",7,345,5,0,0,"",""
4411,"Lower","Squat (Barbell)",8,365,5,0,0,"",""
4412,"Lower","Squat (Barbell)",9,315,5,0,0,"",""
4413,"Lower","Squat (Barbell)",10,325,5,0,0,"",""
4414,"Lower","Squat (Barbell)",11,330,6,0,0,"",""
4415,"Lower","Leg press (hinge )",1,340,12,0,0,"",""
4416,"Lower","Leg press (hinge )",2,340,12,0,0,"",""
4417,"Lower","Leg press (hinge )",3,430,10,0,0,"",""
4418,"Lower","Leg press (hinge )",4,520,8,0,0,"",""
4419,"Lower","Leg press (hinge )",5,520,8,0,0,"",""
4420,"Chest","Incline Bench Press (Barbell)",1,135,5,0,0,"",""
4421,"Chest","Incline Bench Press (Barbell)",2,185,5,0,0,"",""
4422,"Chest","Incline Bench Press (Barbell)",3,225,5,0,0,"",""
4423,"Chest","Incline Bench Press (Barbell)",4,250,5,0,0,"",""
4424,"Chest","Incline Bench Press (Barbell)",5,250,5,0,0,"",""
4425,"Chest","Incline Bench Press (Barbell)",6,255,5,0,0,"",""
4426,"Chest","Incline Bench Press (Barbell)",7,255,5,0,0,"",""
4427,"Chest","Incline Bench Press (Barbell)",8,255,6,0,0,"",""
4428,"Chest","Overhead Press (Barbell)",1,175,8,0,0,"",""
4429,"Chest","Overhead Press (Barbell)",2,185,10,0,0,"",""
4430,"Chest","Weighted dips",1,0,10,0,0,"",""
4431,"Chest","Weighted dips",2,0,10,0,0,"",""
4432,"Back","Chin Up",1,0,8,0,0,"",""
4433,"Back","Chin Up",2,60,10,0,0,"",""
4434,"Back","Chin Up",3,60,10,0,0,"",""
4435,"Back","Chin Up",4,60,9,0,0,"",""
4436,"Back","Chin Up",5,60,10,0,0,"",""
4437,"Back","Chin Up",6,60,8,0,0,"",""
4438,"Back","Chin Up",7,25,10,0,0,"",""
4439,"Back","Bent Over Row (Dumbbell)",1,100,10,0,0,"",""
4440,"Back","Bent Over Row (Dumbbell)",2,100,10,0,0,"",""
4441,"Back","Bent Over Row (Dumbbell)",3,100,10,0,0,"",""
4442,"Back","Bent Over Row (Dumbbell)",4,100,10,0,0,"",""
4443,"Back","Bicep Curl (Barbell)",1,100,10,0,0,"",""
4444,"Back","Bicep Curl (Barbell)",2,100,10,0,0,"",""
4445,"Back","Bicep Curl (Barbell)",3,100,10,0,0,"",""
4446,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,5,0,0,"",""
4447,"Shoulder","Seated Shoulder  Press (Barbell)",2,135,5,0,0,"",""
4448,"Shoulder","Seated Shoulder  Press (Barbell)",3,185,7,0,0,"",""
4449,"Shoulder","Seated Shoulder  Press (Barbell)",4,205,8,0,0,"",""
4450,"Shoulder","Seated Shoulder  Press (Barbell)",5,225,8,0,0,"",""
4451,"Shoulder","Weighted dips",1,0,8,0,0,"",""
4452,"Shoulder","Weighted dips",2,45,8,0,0,"",""
4453,"Shoulder","Weighted dips",3,90,8,0,0,"",""
4454,"Shoulder","Weighted dips",4,100,8,0,0,"",""
4455,"Shoulder","Weighted dips",5,100,8,0,0,"",""
4456,"Shoulder","Weighted dips",6,115,10,0,0,"",""
4457,"Shoulder","Weighted dips",7,115,10,0,0,"",""
4458,"Lower","Squat (Barbell)",1,135,5,0,0,"",""
4459,"Lower","Squat (Barbell)",2,185,5,0,0,"",""
4460,"Lower","Squat (Barbell)",3,225,5,0,0,"",""
4461,"Lower","Squat (Barbell)",4,245,5,0,0,"",""
4462,"Lower","Squat (Barbell)",5,275,5,0,0,"",""
4463,"Lower","Squat (Barbell)",6,315,5,0,0,"",""
4464,"Lower","Squat (Barbell)",7,325,5,0,0,"",""
4465,"Lower","Squat (Barbell)",8,325,5,0,0,"",""
4466,"Lower","Squat (Barbell)",9,325,5,0,0,"",""
4467,"Lower","Leg press (hinge )",1,450,10,0,0,"",""
4468,"Lower","Leg press (hinge )",2,450,10,0,0,"",""
4469,"Lower","Leg press (hinge )",3,540,10,0,0,"",""
4470,"Lower","Leg press (hinge )",4,540,10,0,0,"",""
4471,"Lower","Romanian Deadlift (Barbell)",1,185,6,0,0,"",""
4472,"Lower","Romanian Deadlift (Barbell)",2,225,6,0,0,"",""
4473,"Lower","Romanian Deadlift (Barbell)",3,255,6,0,0,"",""
4474,"Lower","Romanian Deadlift (Barbell)",4,255,6,0,0,"",""
4475,"Chest","Incline Bench Press (Barbell)",1,135,5,0,0,"",""
4476,"Chest","Incline Bench Press (Barbell)",2,185,5,0,0,"",""
4477,"Chest","Incline Bench Press (Barbell)",3,225,5,0,0,"",""
4478,"Chest","Incline Bench Press (Barbell)",4,255,5,0,0,"",""
4479,"Chest","Incline Bench Press (Barbell)",5,255,5,0,0,"",""
4480,"Chest","Incline Bench Press (Barbell)",6,257.5,5,0,0,"",""
4481,"Chest","Incline Bench Press (Barbell)",7,260,5,0,0,"",""
4482,"Chest","Incline Bench Press (Barbell)",8,262.5,5,0,0,"",""
4483,"Chest","Incline Press (Dumbbell)",1,180,10,0,0,"",""
4484,"Chest","Incline Press (Dumbbell)",2,180,10,0,0,"",""
4485,"Chest","Incline Press (Dumbbell)",3,180,8,0,0,"",""
4486,"Chest","Weighted dips",1,0,8,0,0,"",""
4487,"Chest","Weighted dips",2,60,8,0,0,"",""
4488,"Chest","Weighted dips",3,60,8,0,0,"",""
4489,"Back","Chin Up",1,0,10,0,0,"",""
4490,"Back","Chin Up",2,62.5,8,0,0,"",""
4491,"Back","Chin Up",3,62.5,8,0,0,"",""
4492,"Back","Chin Up",4,62.5,8,0,0,"",""
4493,"Back","Chin Up",5,75,6,0,0,"",""
4494,"Back","Chin Up",6,75,6,0,0,"",""
4495,"Back","Chin Up",7,35,10,0,0,"",""
4496,"Back","Chin Up",8,35,10,0,0,"",""
4497,"Back","Rear delt fly",1,140,12,0,0,"",""
4498,"Back","Rear delt fly",2,140,12,0,0,"",""
4499,"Back","Rear delt fly",3,140,12,0,0,"",""
4500,"Back","Bicep Curl (Barbell)",1,102.5,8,0,0,"",""
4501,"Back","Bicep Curl (Barbell)",2,102.5,8,0,0,"",""
4502,"Back","Bicep Curl (Barbell)",3,102.5,8,0,0,"",""
4503,"Back","Bicep Curl (Barbell)",4,77.5,14,0,0,"",""
4504,"Back","Bicep Curl (Barbell)",5,77.5,12,0,0,"",""
4505,"Back","Seated Cable Row (close Grip)",1,190,10,0,0,"",""
4506,"Back","Seated Cable Row (close Grip)",2,190,10,0,0,"",""
4507,"Back","Seated Cable Row (close Grip)",3,190,10,0,0,"",""
4508,"Back","Chin Up",1,0,10,0,0,"",""
4509,"Back","Chin Up",2,62.5,8,0,0,"",""
4510,"Back","Chin Up",3,62.5,8,0,0,"",""
4511,"Back","Chin Up",4,62.5,8,0,0,"",""
4512,"Back","Chin Up",5,75,6,0,0,"",""
4513,"Back","Chin Up",6,75,6,0,0,"",""
4514,"Back","Chin Up",7,35,10,0,0,"",""
4515,"Back","Chin Up",8,35,10,0,0,"",""
4516,"Back","Rear delt fly",1,140,12,0,0,"",""
4517,"Back","Rear delt fly",2,140,12,0,0,"",""
4518,"Back","Rear delt fly",3,140,12,0,0,"",""
4519,"Back","Bicep Curl (Barbell)",1,102.5,8,0,0,"",""
4520,"Back","Bicep Curl (Barbell)",2,102.5,8,0,0,"",""
4521,"Back","Bicep Curl (Barbell)",3,102.5,8,0,0,"",""
4522,"Back","Bicep Curl (Barbell)",4,77.5,14,0,0,"",""
4523,"Back","Bicep Curl (Barbell)",5,77.5,12,0,0,"",""
4524,"Back","Seated Cable Row (close Grip)",1,190,10,0,0,"",""
4525,"Back","Seated Cable Row (close Grip)",2,190,10,0,0,"",""
4526,"Back","Seated Cable Row (close Grip)",3,190,10,0,0,"",""
4527,"Chest","Incline Bench Press (Barbell)",1,135,5,0,0,"",""
4528,"Chest","Incline Bench Press (Barbell)",2,185,5,0,0,"",""
4529,"Chest","Incline Bench Press (Barbell)",3,225,5,0,0,"",""
4530,"Chest","Incline Bench Press (Barbell)",4,257.5,5,0,0,"",""
4531,"Chest","Incline Bench Press (Barbell)",5,257.5,5,0,0,"",""
4532,"Chest","Incline Bench Press (Barbell)",6,260,5,0,0,"",""
4533,"Chest","Incline Bench Press (Barbell)",7,260,5,0,0,"",""
4534,"Chest","Incline Bench Press (Barbell)",8,190,10,0,0,"",""
4535,"Chest","Weighted dips",1,0,8,0,0,"",""
4536,"Chest","Weighted dips",2,70,8,0,0,"",""
4537,"Chest","Weighted dips",3,70,8,0,0,"",""
4538,"Chest","Weighted dips",4,105,8,0,0,"",""
4539,"Chest","Weighted dips",5,105,8,0,0,"",""
4540,"Chest","Weighted dips",6,105,8,0,0,"",""
4541,"Back","Chin Up",1,0,8,0,0,"",""
4542,"Back","Chin Up",2,62.5,9,0,0,"",""
4543,"Back","Chin Up",3,62.5,8,0,0,"",""
4544,"Back","Chin Up",4,62.5,8,0,0,"",""
4545,"Back","Chin Up",5,70,6,0,0,"",""
4546,"Back","Chin Up",6,70,6,0,0,"",""
4547,"Back","Chin Up",7,45,10,0,0,"",""
4548,"Back","Chin Up",8,45,10,0,0,"",""
4549,"Back","Bent Over Row (Dumbbell)",1,100,10,0,0,"",""
4550,"Back","Bent Over Row (Dumbbell)",2,100,10,0,0,"",""
4551,"Back","Bent Over Row (Dumbbell)",3,100,10,0,0,"",""
4552,"Back","Hammer seated row (CLOSE GRIP)",1,150,10,0,0,"",""
4553,"Back","Hammer seated row (CLOSE GRIP)",2,155,10,0,0,"",""
4554,"Shoulder","Seated Shoulder  Press (Barbell)",1,45,8,0,0,"",""
4555,"Shoulder","Seated Shoulder  Press (Barbell)",2,95,6,0,0,"",""
4556,"Shoulder","Seated Shoulder  Press (Barbell)",3,185,6,0,0,"",""
4557,"Shoulder","Seated Shoulder  Press (Barbell)",4,205,6,0,0,"",""
4558,"Shoulder","Seated Shoulder  Press (Barbell)",5,225,6,0,0,"",""
4559,"Shoulder","Seated Shoulder  Press (Barbell)",6,225,8,0,0,"",""
4560,"Shoulder","Seated Shoulder  Press (Barbell)",7,225,8,0,0,"",""
4561,"Shoulder","Weighted dips",1,0,8,0,0,"",""
4562,"Shoulder","Weighted dips",2,45,8,0,0,"",""
4563,"Shoulder","Weighted dips",3,90,10,0,0,"",""
4564,"Shoulder","Weighted dips",4,90,10,0,0,"",""
4565,"Shoulder","Weighted dips",5,90,10,0,0,"",""
4566,"Back","Chin Up",1,0,8,0,0,"",""
4567,"Back","Chin Up",2,0,8,0,0,"",""
4568,"Back","Chin Up",3,60,8,0,0,"",""
4569,"Back","Chin Up",4,60,5,0,0,"",""
4570,"Back","Chin Up",5,60,7,0,0,"",""
4571,"Back","Chin Up",6,35,8,0,0,"",""
4572,"Back","Chin Up",7,35,8,0,0,"",""
4573,"Back","Chin Up",8,35,8,0,0,"",""
4574,"Back","Rear delt fly",1,145,12,0,0,"",""
4575,"Back","Rear delt fly",2,145,12,0,0,"",""
4576,"Back","Rear delt fly",3,145,12,0,0,"",""
4577,"Back","Bicep Curl (Barbell)",1,85,10,0,0,"",""
4578,"Back","Bicep Curl (Barbell)",2,85,10,0,0,"",""
4579,"Back","Bicep Curl (Barbell)",3,85,10,0,0,"",""
4580,"Back","Hammer seated row (CLOSE GRIP)",1,140,10,0,0,"",""
4581,"Back","Hammer seated row (CLOSE GRIP)",2,140,10,0,0,"",""
4582,"Back","Hammer seated row (CLOSE GRIP)",3,150,10,0,0,"",""
4583,"Back","Hammer seated row (CLOSE GRIP)",4,155,10,0,0,"",""
4584,"Back","Chin Up",1,0,12,0,0,"",""
4585,"Back","Chin Up",2,0,12,0,0,"",""
4586,"Back","Chin Up",3,0,12,0,0,"",""
4587,"Back","Chin Up",4,0,9,0,0,"",""
4588,"Back","Seated Cable Row (close Grip)",1,180,10,0,0,"",""
4589,"Back","Seated Cable Row (close Grip)",2,180,10,0,0,"",""
4590,"Back","Seated Cable Row (close Grip)",3,180,10,0,0,"",""
4591,"Back","Seated Cable Row (close Grip)",4,180,10,0,0,"",""
4592,"Lower","Squat (Barbell)",1,135,5,0,0,"",""
4593,"Lower","Squat (Barbell)",2,185,5,0,0,"",""
4594,"Lower","Squat (Barbell)",3,225,5,0,0,"",""
4595,"Lower","Squat (Barbell)",4,245,6,0,0,"",""
4596,"Lower","Squat (Barbell)",5,275,5,0,0,"",""
4597,"Lower","Squat (Barbell)",6,295,5,0,0,"",""
4598,"Lower","Squat (Barbell)",7,315,5,0,0,"",""
4599,"Lower","Squat (Barbell)",8,315,5,0,0,"",""
4600,"Lower","Leg press (hinge )",1,360,10,0,0,"",""
4601,"Lower","Leg press (hinge )",2,360,10,0,0,"",""
4602,"Lower","Leg press (hinge )",3,360,10,0,0,"",""
4603,"Lower","Leg press (hinge )",4,360,10,0,0,"",""
4604,"Shoulder","Lateral Raise (Dumbbells)",1,50,10,0,0,"",""
4605,"Shoulder","Lateral Raise (Dumbbells)",2,50,10,0,0,"",""
4606,"Shoulder","Lateral Raise (Dumbbells)",3,50,10,0,0,"",""
4607,"Shoulder","Seated Shoulder  Press (Barbell)",1,85,6,0,0,"",""
4608,"Shoulder","Seated Shoulder  Press (Barbell)",2,145,6,0,0,"",""
4609,"Shoulder","Seated Shoulder  Press (Barbell)",3,185,6,0,0,"",""
4610,"Shoulder","Seated Shoulder  Press (Barbell)",4,225,8,0,0,"",""
4611,"Shoulder","Seated Shoulder  Press (Barbell)",5,225,8,0,0,"",""
4612,"Shoulder","Seated Shoulder  Press (Barbell)",6,225,8,0,0,"",""
4613,"Shoulder","Seated Shoulder  Press (Barbell)",7,185,8,0,0,"",""
4614,"Shoulder","Seated Shoulder  Press (Barbell)",8,185,10,0,0,"",""
4615,"Shoulder","Weighted dips",1,0,8,0,0,"",""
4616,"Shoulder","Weighted dips",2,90,10,0,0,"",""
4617,"Shoulder","Weighted dips",3,90,10,0,0,"",""
4618,"Shoulder","Weighted dips",4,90,10,0,0,"",""
4619,"Shoulder","Weighted dips",5,105,10,0,0,"",""
4620,"Back","Chin Up",1,50,10,0,0,"",""
4621,"Back","Chin Up",2,50,10,0,0,"",""
4622,"Back","Chin Up",3,50,10,0,0,"",""
4623,"Back","Chin Up",4,50,10,0,0,"",""
4624,"Back","Chin Up",5,0,12,0,0,"",""
4625,"Back","Chin Up",6,0,12,0,0,"",""
4626,"Back","Chin Up",7,0,12,0,0,"",""
4627,"Back","Bent Over Row (Dumbbell)",1,90,12,0,0,"",""
4628,"Back","Bent Over Row (Dumbbell)",2,90,10,0,0,"",""
4629,"Back","Rear delt fly",1,130,12,0,0,"",""
4630,"Back","Rear delt fly",2,130,12,0,0,"",""
4631,"Back","Rear delt fly",3,130,12,0,0,"",""
4632,"Back","Bicep Curl (Barbell)",1,100,10,0,0,"",""
4633,"Back","Bicep Curl (Barbell)",2,100,10,0,0,"",""
4634,"Back","Bicep Curl (Barbell)",3,100,10,0,0,"",""
4635,"Chest","Incline Bench Press (Barbell)",1,135,5,0,0,"",""
4636,"Chest","Incline Bench Press (Barbell)",2,185,5,0,0,"",""
4637,"Chest","Incline Bench Press (Barbell)",3,225,8,0,0,"",""
4638,"Chest","Incline Bench Press (Barbell)",4,230,8,0,0,"",""
4639,"Chest","Incline Bench Press (Barbell)",5,230,8,0,0,"",""
4640,"Chest","Incline Bench Press (Barbell)",6,245,6,0,0,"",""
4641,"Chest","Incline Bench Press (Barbell)",7,245,5,0,0,"",""
4642,"Chest","Incline Bench Press (Barbell)",8,245,6,0,0,"",""
4643,"Chest","Incline Press (Dumbbell)",1,150,10,0,0,"",""
4644,"Chest","Incline Press (Dumbbell)",2,150,12,0,0,"",""
4645,"Back","Chin Up",1,0,10,0,0,"",""
4646,"Back","Chin Up",2,35,10,0,0,"",""
4647,"Back","Chin Up",3,35,10,0,0,"",""
4648,"Back","Chin Up",4,35,10,0,0,"",""
4649,"Back","Chin Up",5,35,10,0,0,"",""
4650,"Back","Rear delt fly",1,145,12,0,0,"",""
4651,"Back","Rear delt fly",2,145,12,0,0,"",""
4652,"Back","Pull Up",1,10,12,0,0,"",""
4653,"Back","Pull Up",2,10,12,0,0,"",""
4654,"Back","Seated Cable Row (close Grip)",1,130,12,0,0,"",""
4655,"Back","Seated Cable Row (close Grip)",2,175,12,0,0,"",""
4656,"Back","Seated Cable Row (close Grip)",3,190,10,0,0,"",""
4657,"Back","Seated Cable Row (close Grip)",4,190,10,0,0,"",""
4658,"Back","Lat Pulldown ",1,180,12,0,0,"",""
4659,"Back","Lat Pulldown ",2,185,12,0,0,"",""
4660,"Back","Bicep Curl (Barbell)",1,90,10,0,0,"",""
4661,"Back","Bicep Curl (Barbell)",2,90,10,0,0,"",""
4662,"Back","Bicep Curl (Barbell)",3,90,10,0,0,"",""
4663,"Back","Bicep Curl (Barbell)",4,90,11,0,0,"",""
4664,"Lower","Squat (Barbell)",1,135,5,0,0,"",""
4665,"Lower","Squat (Barbell)",2,225,5,0,0,"",""
4666,"Lower","Squat (Barbell)",3,225,5,0,0,"",""
4667,"Lower","Squat (Barbell)",4,275,5,0,0,"",""
4668,"Lower","Squat (Barbell)",5,275,5,0,0,"",""
4669,"Lower","Squat (Barbell)",6,315,5,0,0,"",""
4670,"Lower","Squat (Barbell)",7,315,5,0,0,"",""
4671,"Lower","Squat (Barbell)",8,315,5,0,0,"",""
4672,"Lower","Leg press (hinge )",1,500,10,0,0,"",""
4673,"Lower","Leg press (hinge )",2,500,10,0,0,"",""
4674,"Lower","Leg press (hinge )",3,500,10,0,0,"",""
4675,"Lower","Romanian Deadlift (Barbell)",1,205,5,0,0,"",""
4676,"Lower","Romanian Deadlift (Barbell)",2,205,8,0,0,"",""
4677,"Lower","Romanian Deadlift (Barbell)",3,225,8,0,0,"",""
4678,"Lower","Squat (Barbell)",1,135,5,0,0,"",""
4679,"Lower","Squat (Barbell)",2,225,5,0,0,"",""
4680,"Lower","Squat (Barbell)",3,225,5,0,0,"",""
4681,"Lower","Squat (Barbell)",4,275,5,0,0,"",""
4682,"Lower","Squat (Barbell)",5,275,5,0,0,"",""
4683,"Lower","Squat (Barbell)",6,315,5,0,0,"",""
4684,"Lower","Squat (Barbell)",7,315,5,0,0,"",""
4685,"Lower","Squat (Barbell)",8,315,5,0,0,"",""
4686,"Lower","Leg press (hinge )",1,500,10,0,0,"",""
4687,"Lower","Leg press (hinge )",2,500,10,0,0,"",""
4688,"Lower","Leg press (hinge )",3,500,10,0,0,"",""
4689,"Lower","Romanian Deadlift (Barbell)",1,205,5,0,0,"",""
4690,"Lower","Romanian Deadlift (Barbell)",2,205,8,0,0,"",""
4691,"Lower","Romanian Deadlift (Barbell)",3,225,8,0,0,"",""
4692,"Shoulder","Seated Shoulder  Press (Barbell)",1,115,6,0,0,"",""
4693,"Shoulder","Seated Shoulder  Press (Barbell)",2,185,6,0,0,"",""
4694,"Shoulder","Seated Shoulder  Press (Barbell)",3,205,8,0,0,"",""
4695,"Shoulder","Seated Shoulder  Press (Barbell)",4,225,8,0,0,"",""
4696,"Shoulder","Seated Shoulder  Press (Barbell)",5,225,8,0,0,"",""
4697,"Shoulder","Seated Shoulder  Press (Barbell)",6,230,6,0,0,"",""
4698,"Shoulder","Seated Shoulder  Press (Barbell)",7,230,6,0,0,"",""
4699,"Shoulder","Weighted dips",1,45,8,0,0,"",""
4700,"Shoulder","Weighted dips",2,45,8,0,0,"",""
4701,"Shoulder","Weighted dips",3,90,8,0,0,"",""
4702,"Shoulder","Weighted dips",4,90,8,0,0,"",""
4703,"Shoulder","Weighted dips",5,100,8,0,0,"",""
4704,"Shoulder","Weighted dips",6,100,8,0,0,"",""
